Name,LEC,LAB,SEM,EXAM
HHNS*6930*0112 (8155) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0113 (8156) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0114 (8157) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0115 (8158) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0116 (8159) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0117 (8160) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0118 (8161) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0119 (8162) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0120 (8163) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0121 (8164) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0122 (8165) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0123 (8166) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0124 (8167) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0125 (8168) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0126 (8169) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HHNS*6930*0127 (8170) Research Project,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HIST*1010*01 (8171) Early Modern Europe,"LEC Mon, Wed, Fri10:30AM - 11:20AMTHRN, Room 1200",,,EXAM Mon02:30PM - 04:30PM (2022/12/12)Room TB
HIST*1050*01 (8172) Invitation to History,"LEC Wed, Fri11:30AM - 12:50PMROZH, Room 10",,,
HIST*1050*02 (8173) Invitation to History,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 309",,,EXAM Wed08:30AM - 10:30AM (2022/12/07)Room TB
HIST*1050*03 (8174) Invitation to History,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 10",,,
HIST*1150*01 (8175) The Modern World,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 10",,,
HIST*1150*02 (0441) The Modern World,"LEC Tues, Thur02:30PM - 03:50PMJTP, Room 2266",,,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HIST*1150*AU02 (0509) The Modern World,,,,
HIST*1250*01 (8176) Sci &amp; Tech in a Global Context,"LEC Tues, Thur05:30PM - 06:50PMROZH, Room 10",,,
HIST*1250*AU01 (0510) Sci &amp; Tech in a Global Context,,,,
"HIST*2000*01 (8177) The British Isles, 1066 - 1603","LEC Tues, Thur10:00AM - 11:20AMMCKN, Room 22",,,
HIST*2100*0101 (8178) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Mon08:30AM - 09:20AMROZH, Room 109",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2100*0102 (8179) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Mon10:30AM - 11:20AMMCKN, Room 304",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2100*0103 (8180) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Wed08:30AM - 09:20AMMACN, Room 201",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2100*0104 (8181) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Wed10:30AM - 11:20AMMCKN, Room 304",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2100*0105 (8182) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Mon11:30AM - 12:20PMROZH, Room 109",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2100*0106 (8183) Histories of Canada to 1867,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 102",,"SEM Wed12:30PM - 01:20PMMINS, Room 101",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HIST*2200*01 (8184) The Middle Ages,"LEC Tues, Thur02:30PM - 03:50PMTHRN, Room 130",,,
HIST*2250*01 (8185) Environment and History,"LEC Tues07:00PM - 09:50PMMCKN, Room 225",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
HIST*2260*DE01 (8186) Religion and Society,,,,
HIST*2280*DE01 (8187) Hockey in Canadian History,,,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
HIST*2450*0101 (8188) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Mon12:30PM - 01:20PMANNU, Room 002",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2450*0102 (8189) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Mon02:30PM - 03:20PMANNU, Room 002",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2450*0103 (8190) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Wed12:30PM - 01:20PMANNU, Room 002",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2450*0104 (8191) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Wed02:30PM - 03:20PMANNU, Room 002",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2450*0105 (8192) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Mon03:30PM - 04:20PMANNU, Room 002",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2450*0106 (8193) The Practising Historian,"LEC Mon, Wed01:30PM - 02:20PMMCKN, Room 117",,"SEM Wed11:30AM - 12:20PMCRSC, Room 101",EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
HIST*2500*01 (8194) Britain Since 1603,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 230",,,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
HIST*2850*01 (8195) Ancient Greece and Rome,"LEC Mon, Wed04:30PM - 05:20PMJTP, Room 2266",,,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HIST*2890*01 (8196) Early Islamic World,"LEC Mon, Wed11:30AM - 12:50PMALEX, Room 25",,,
HIST*2890*AU01 (0511) Early Islamic World,,,,
HIST*3020*01 (8197) Sexuality &amp; Gender in History,"LEC Tues, Thur10:00AM - 11:20AMMACS, Room 129",,,EXAM Fri11:30AM - 01:30PM (2022/12/16)Room TB
HIST*3130*01 (8198) Popular Culture and Punishment,"LEC Tues, Thur11:30AM - 12:50PMMCLN, Room 10",,,
HIST*3150*01 (8199) History and Culture of Mexico,"LEC Mon, Wed, Fri09:30AM - 10:20AMAD-S, Room VIRTUAL",,,EXAM Wed08:30AM - 10:30AM (2022/12/07)Room TB
HIST*3180*01 (8200) Canada Since 1945,"LEC Mon, Wed01:00PM - 02:20PMROZH, Room 10",,,
HIST*3200*01 (8201) Youth in History,"LEC Wed05:30PM - 08:20PMROZH, Room 10",,,
HIST*3240*01 (8202) Food History,"LEC Mon, Wed11:30AM - 12:50PMROZH, Room 10",,,
HIST*3270*01 (8203) Revolution in the Modern World,"LEC Mon07:00PM - 09:50PMMCKN, Room 23",,,
HIST*3370*DE01 (8204) Canada and the First World War,,,,
HIST*3380*01 (8205) British Imper in Asia &amp; Africa,"LEC Tues, Thur04:00PM - 05:20PMMCKN, Room 23",,,
HIST*3470*01 (9570) Ind Reading/Workplace Learning,LEC Days TBATimes TBARoom TB,,,
HIST*3470*02 (0416) Ind Reading/Workplace Learning,LEC Days TBATimes TBARoom TB,,,
HIST*3480*01 (8206) Workplace Learning,LEC Days TBATimes TBARoom TB,,,
HIST*3480*02 (8207) Workplace Learning,LEC Days TBATimes TBARoom TB,,,
HIST*3560*01 (8208) Experiential Learning,"LEC Mon, Wed02:30PM - 03:50PMMLIB, Room 246",,,
HIST*3560*02 (8209) Experiential Learning,"LEC Wed04:00PM - 06:50PMMLIB, Room 246",,,
HIST*3560*03 (8210) Experiential Learning,"LEC Tues02:30PM - 05:20PMMCKN, Room 26",,,
HIST*4010*01 (8211) Gender and Culture,"LEC Tues, Thur02:30PM - 03:50PMMCKN, Room 05",,,
HIST*4030*01 (8212) Historical Biography,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 52",,,
HIST*4070*01 (0457) Experiential Learning-Research,LEC Days TBATimes TBARoom TB,,,
HIST*4080*01 (8213) Indigenous Resistance,"LEC Mon, Wed11:30AM - 12:50PMMCKN, Room 34",,,
HIST*4180*01 (8214) American Identities,"LEC Mon, Wed10:00AM - 11:20AMMCKN, Room 31",,,
HIST*4470*01 (9561) Special Hist Proj Seminar I,LEC Days TBATimes TBARoom TB,,,
"HIST*4820*01 (8215) Reps, Conflict &amp; Politics","LEC Tues02:30PM - 05:20PMMCKN, Room 34",,,
HIST*6000*01 (8216) Historiography,"LEC Mon02:30PM - 05:20PMMCKN, Room 202",,,
HIST*6040*01 (0424) Special Reading Course,,,,
HIST*6150*01 (0425) Archival Research,,,,
HIST*6190*01 (8217) Topics in Scottish History I,"LEC Wed11:30AM - 02:20PMMCKN, Room 26",,,
HIST*6370*01 (0470) Topics in Cultural History,"LEC Tues08:30AM - 11:20AMAD-S, Room VIRTUA",,,
HIST*6400*01 (8218) Major Paper,LEC Days TBATimes TBARoom TB,,,
HIST*6590*01 (8219) Public History &amp; Heritage,"LEC Tues08:30AM - 11:20AMAD-S, Room VIRTUA",,,
HIST*7000*01 (8220) Professional Dvlpmt Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7010*01 (8221) Qualifying Examination,LEC Days TBATimes TBARoom TB,,,
HIST*7030*01 (8222) Language Requirement,LEC Days TBATimes TBARoom TB,,,
HIST*7040*01 (8223) Major Field,LEC Days TBATimes TBARoom TB,,,
HIST*7070*01 (8224) Thesis Proposal,LEC Days TBATimes TBARoom TB,,,
HIST*7080*01 (8225) Colloquium,LEC Days TBATimes TBARoom TB,,,
HIST*7100*01 (8226) Canadian History Major Seminar,"LEC Wed02:30PM - 05:20PMMCKN, Room 34",,,
HIST*7120*01 (8227) Scottish History Major Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7140*01 (8228) Early Mod European Major Sem,LEC Days TBATimes TBARoom TB,,,
HIST*7150*01 (8229) Modern European Major Seminar,LEC Days TBATimes TBARoom TB,,,
"HIST*7170*01 (8230) Race, Slavery &amp; Imper Maj Sem",LEC Days TBATimes TBARoom TB,,,
HIST*7190*01 (8231) War &amp; Society Major Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7250*01 (8232) Cold War History Major Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7260*01 (8233) Medieval History Major Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7270*01 (8234) World History Major Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7280*01 (8235) Indigenous History Major Sem,LEC Days TBATimes TBARoom TB,,,
HIST*7590*01 (8236) War &amp; Society Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7600*01 (8237) Canadian History Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7610*01 (8238) British History Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7620*01 (8239) Scottish History Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7630*01 (8240) Community Studies Minor Sem,LEC Days TBATimes TBARoom TB,,,
HIST*7640*01 (8241) Early Mod European Minor Sem,LEC Days TBATimes TBARoom TB,,,
HIST*7650*01 (8242) Modern European Minor Seminar,LEC Days TBATimes TBARoom TB,,,
"HIST*7660*01 (8243) Gender, Women &amp; Family Min Sem",LEC Days TBATimes TBARoom TB,,,
"HIST*7670*01 (8244) Race, Slavery &amp; Imper Min Sem",LEC Days TBATimes TBARoom TB,,,
HIST*7680*01 (8245) United States Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7690*01 (8246) International Minor Seminar,LEC Days TBATimes TBARoom TB,,,
"HIST*7700*01 (8247) Sci, Medicine &amp; Tech Minor Sem",LEC Days TBATimes TBARoom TB,,,
HIST*7710*01 (8248) Other Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7750*01 (8249) Cold War Era Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7760*01 (8250) Medieval History Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7770*01 (8251) World History Minor Seminar,LEC Days TBATimes TBARoom TB,,,
HIST*7780*01 (8252) Indigenous History Minor Sem,LEC Days TBATimes TBARoom TB,,,
HIST*7990*01 (8253) Doctoral Thesis,LEC Days TBATimes TBARoom TB,,,
HK*2270*0101 (8254) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Wed09:30AM - 10:20AMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*2270*0102 (8255) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Wed12:30PM - 01:20PMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*2270*0103 (8256) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Wed02:30PM - 03:20PMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*2270*0104 (8257) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Wed03:30PM - 04:20PMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*2270*0105 (8258) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Thur01:30PM - 02:20PMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*2270*0106 (8259) Human Biomechanics,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 103",,"SEM Thur02:30PM - 03:20PMSSC, Room 3306",EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
HK*3401*0101 (8260) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Tues10:00AM - 11:50AMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3401*0102 (8261) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Tues12:30PM - 02:20PMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3401*0103 (8262) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Tues03:00PM - 04:50PMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3401*0104 (8263) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Thur10:00AM - 11:50AMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3401*0105 (8264) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Thur12:30PM - 02:20PMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3401*0106 (8265) Human Anatomy: Dissection,"LEC Mon, Wed, Fri08:30AM - 09:20AMROZH, Room 101","LAB Thur03:00PM - 04:50PMBMED, Room 1610",,EXAM Wed02:30PM - 04:30PM (2022/12/07)Room TB
HK*3600*0101 (8266) Applied Human Kinetics I,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 102","LAB Tues10:00AM - 12:50PMJTP, Room 2236",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HK*3600*0102 (8267) Applied Human Kinetics I,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 102","LAB Tues02:30PM - 05:20PMJTP, Room 2236",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HK*3600*0103 (8268) Applied Human Kinetics I,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 102","LAB Wed02:30PM - 05:20PMJTP, Room 2236",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HK*3600*0104 (8269) Applied Human Kinetics I,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 102","LAB Thur10:00AM - 12:50PMJTP, Room 2236",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HK*3600*0105 (8270) Applied Human Kinetics I,"LEC Mon, Wed, Fri01:30PM - 02:20PMROZH, Room 102","LAB Thur02:30PM - 05:20PMJTP, Room 2236",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
HK*3810*0101 (8271) Human Physiology II,"LEC Tues, Thur08:30AM - 09:50AMALEX, Room 200",,"SEM Fri02:30PM - 03:20PMROZH, Room 101",EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
HK*4230*0101 (8272) Adv Study Hum Hlth &amp; Nutr Sci,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HK*4340*01 (8273) Genomics: Exercise and Disease,"LEC Tues, Thur10:00AM - 11:20AMGRHM, Room 2310",,,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
HK*4360*0101 (8274) Res in Human Hlth &amp; Nutr Sci,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HK*4371*0101 (8275) Res in Hum Hlth &amp; Nutr Sci II,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HK*4372*0101 (8276) Res in Hum Hlth &amp; Nutr Sci II,LEC Days TBATimes TBARoom TBA,LAB Days TBATimes TBARoom TB,,
HK*4441*0101 (8277) Advanced Study in Human Anat.,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 225","LAB Mon11:30AM - 02:20PMBMED, Room 161",,
HK*4441*0102 (8278) Advanced Study in Human Anat.,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 225","LAB Mon02:30PM - 05:20PMBMED, Room 161",,
"HK*4510*01 (8279) Teaching, Learning &amp; Knowledge",,LAB Days TBATimes TBARoom TB,,
HK*4511*01 (8280) Teaching-Learning-Knowledge II,,LAB Days TBATimes TBARoom TB,,
HK*4512*01 (8281) Teaching-Learning-Knowledge II,,LAB Days TBATimes TBARoom TB,,
HK*4550*01 (8282) Human Cardio-respiratory Phys,"LEC Mon, Wed, Fri11:30AM - 12:20PMMCLN, Room 102",,,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
HK*4610*0101 (8283) Health and Injury Biomechanics,"LEC Mon, Wed, Fri10:30AM - 11:20AMRICH, Room 2529","LAB Mon12:30PM - 02:20PMJTP, Room 2237",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
HK*4610*0102 (8284) Health and Injury Biomechanics,"LEC Mon, Wed, Fri10:30AM - 11:20AMRICH, Room 2529","LAB Wed12:30PM - 02:20PMJTP, Room 2237",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
HK*4610*0103 (8285) Health and Injury Biomechanics,"LEC Mon, Wed, Fri10:30AM - 11:20AMRICH, Room 2529","LAB Fri12:30PM - 02:20PMJTP, Room 2237",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
HK*4610*AU03 (0504) Health and Injury Biomechanics,,,,
HORT*1130*01 (8287) Science of Gardening,"LEC Tues, Thur08:30AM - 09:50AMJTP, Room 2266",,,EXAM Fri11:30AM - 01:30PM (2022/12/16)Room TB
HORT*2450*0101 (8288) Intro to Turfgrass Science,"LEC Tues, Thur10:00AM - 11:20AMROZH, Room 106","LAB Mon02:30PM - 04:20PMGRHM, Room 3308",,EXAM Fri07:00PM - 09:00PM (2022/12/09)Room TB
HORT*3150*0101 (8289) Principles Plant Propagation,"LEC Mon, Wed10:30AM - 11:20AMROZH, Room 109","LAB Fri02:30PM - 05:20PMGRHM, Room 3308",,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
HORT*3510*0101 (8290) Vegetable Production,"LEC Tues, Thur10:00AM - 11:20AMMCKN, Room 306","LAB Wed02:30PM - 05:20PMGRHM, Room 330",,
HORT*4380*01 (8291) Tropical &amp; Sub-Tropical Crops,"LEC Tues, Thur08:30AM - 09:50AMAD-S, Room VIRTUA",,,
HORT*4420*0101 (8292) Fruit Crops,"LEC Tues, Thur11:30AM - 12:50PMGRHM, Room 3309","LAB Thur02:30PM - 05:20PMGRHM, Room 3309",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
HROB*2010*01 (8293) Foundations of Leadership,"LEC Mon, Wed04:00PM - 05:20PMMCKN, Room 12",,,
HROB*2010*DE01 (8294) Foundations of Leadership,,,,
HROB*2090*01 (8295) Individuals &amp; Groups in Orgs,"LEC Tues, Thur04:00PM - 05:20PMWMEM, Room 103",,,EXAM Thur11:30AM - 01:30PM (2022/12/08)Room TB
HROB*2090*DE01 (8296) Individuals &amp; Groups in Orgs,,,,EXAM Thur11:30AM - 01:30PM (2022/12/08)Room TB
HROB*2200*01 (8297) Labour Relations,"LEC Tues, Thur08:30AM - 09:50AMTHRN, Room 1307",,,EXAM Sat11:30AM - 01:30PM (2022/12/10)Room TB
HROB*2290*01 (8298) Human Resources Management,"LEC Tues, Thur04:00PM - 05:20PMROZH, Room 102",,,EXAM Fri11:30AM - 01:30PM (2022/12/09)Room TB
HROB*2290*DE01 (8299) Human Resources Management,,,,EXAM Fri11:30AM - 01:30PM (2022/12/09)Room TB
HROB*3010*DE01 (8300) Compensation Systems,,,,
HROB*3070*01 (8301) Recruitment and Selection,"LEC Mon, Wed11:30AM - 12:50PMMINS, Room 30",,,
HROB*3100*DE01 (8302) Dev Mgmt &amp; Ldshp Competencies,,,,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
HTM*1070*0101 (8303) Resp. Tourism Policy &amp; Plan,"LEC Mon10:30AM - 11:20AMMCKN, Room 227",,"SEM Tues10:00AM - 11:20AMMINS, Room 128",EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
HTM*1070*0102 (8304) Resp. Tourism Policy &amp; Plan,"LEC Mon10:30AM - 11:20AMMCKN, Room 227",,"SEM Tues11:30AM - 12:50PMALEX, Room 309",EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
HTM*2030*0101 (8305) Control Syst/Hospitality Ind,"LEC Mon, Wed01:30PM - 02:20PMRICH, Room 2529",,"SEM Fri09:30AM - 11:20AMMACS, Room 121",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
HTM*2030*0102 (8306) Control Syst/Hospitality Ind,"LEC Mon, Wed01:30PM - 02:20PMRICH, Room 2529",,"SEM Fri12:30PM - 02:20PMMACS, Room 121",EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
"HTM*2220*0101 (8307) Comm., Media Strategy in SPMT","LEC Fri10:00AM - 11:20AMMACS, Room 209",,"SEM Tues10:00AM - 11:20AMMINS, Room 03",
"HTM*2220*0102 (8308) Comm., Media Strategy in SPMT","LEC Fri10:00AM - 11:20AMMACS, Room 209",,"SEM Tues02:30PM - 03:50PMMINS, Room 03",
"HTM*2220*0103 (8309) Comm., Media Strategy in SPMT","LEC Fri10:00AM - 11:20AMMACS, Room 209",,"SEM Tues01:00PM - 02:20PMMINS, Room 03",
HTM*2700*0101 (8310) Understanding Foods,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 105","LAB Wed10:30AM - 12:20PMMINS, Room 214",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
HTM*2700*0102 (8311) Understanding Foods,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 105","LAB Wed01:30PM - 03:20PMMINS, Room 214",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
HTM*2700*0103 (8312) Understanding Foods,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 105","LAB Wed03:30PM - 05:20PMMINS, Room 214",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
HTM*3020*0101 (8313) Impact of Bus. on Sport Ind.,"LEC Tues10:00AM - 11:20AMMCLN, Room 107",,"SEM Thur10:00AM - 11:20AMMCLN, Room 10",
HTM*3060*0101 (8314) Lodging Management,"LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Fri08:30AM - 10:20AMMCKN, Room 307",EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
HTM*3060*0102 (8315) Lodging Management,"LEC Wed08:30AM - 09:20AMAD-S, Room VIRTUAL",,"SEM Fri11:30AM - 01:20PMMCKN, Room 310",EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
HTM*3080*0101 (8316) Marketing Strategy Hosp Mgrs,"LEC Mon04:00PM - 05:20PMCRSC, Room 116",,"SEM Wed02:30PM - 03:50PMMINS, Room 03",
HTM*3080*0102 (8317) Marketing Strategy Hosp Mgrs,"LEC Mon04:00PM - 05:20PMCRSC, Room 116",,"SEM Wed04:00PM - 05:20PMCRSC, Room 40",
HTM*3090*0101 (8318) Restaurant Operations Mngt,"LEC Mon11:30AM - 12:20PMANNU, Room 204","LAB Tues10:30AM - 02:20PMMACS, Room 11",,
HTM*3090*0102 (8319) Restaurant Operations Mngt,"LEC Mon11:30AM - 12:20PMANNU, Room 204","LAB Wed10:30AM - 02:20PMMACS, Room 11",,
HTM*3090*0103 (8320) Restaurant Operations Mngt,"LEC Mon11:30AM - 12:20PMANNU, Room 204","LAB Thur10:30AM - 02:20PMMACS, Room 11",,
HTM*3120*01 (8321) Service Operations Analysis,"LEC Mon, Wed10:00AM - 11:20AMMACS, Room 12",,,
HTM*3160*01 (8322) Destination Mngt &amp; Marketing,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 11",,,
HTM*4080*0101 (8323) Experiential Learning,"LEC Tues11:30AM - 12:50PMMCKN, Room 224",,"SEM Thur10:00AM - 11:20AMROZH, Room 10",
HTM*4080*0102 (8324) Experiential Learning,"LEC Tues11:30AM - 12:50PMMCKN, Room 224",,"SEM Thur11:30AM - 12:50PMROZH, Room 10",
"HTM*4090*01 (8325) Hosp Dvmt, Design, &amp; Sustain","LEC Mon, Wed11:30AM - 12:50PMGRHM, Room 2310",,,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
HTM*4130*01 (8326) Current Management Topics,LEC Days TBATimes TBARoom TB,,,
HTM*4140*01 (8327) Current Management Topics,LEC Days TBATimes TBARoom TB,,,
HTM*4250*0101 (8329) Hospitality Revenue Management,"LEC Tues01:00PM - 02:20PMMCKN, Room 231",,"SEM Thur01:00PM - 02:20PMMCKN, Room 231",EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
HTM*4500*01 (8330) Special Study,LEC Days TBATimes TBARoom TB,,,
HTM*4500*02 (8331) Special Study,LEC Days TBATimes TBARoom TB,,,
HTM*6220*EL01 (8332) Topics: Management Issues I,,,,
HTM*6710*01 (8333) Services Management Theory I,"LEC Thur02:30PM - 05:20PMMACS, Room 23",,,
HUMN*1040*01 (8334) University Learning Skills,"LEC Wed07:00PM - 09:50PMMCKN, Room 229",,,EXAM Thur11:30AM - 01:30PM (2022/12/08)Room TB
